catalogue	Taxo_level	species	genus	family	order	class	phylum	superkingdom	knowledge	
msp_1944	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1946	gut	family	unclassified Anaerovoracaceae	unclassified Anaerovoracaceae	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_1947	gut	genus	unclassified Limosilactobacillus	Limosilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	unknown
msp_1948	gut	species	[Faecalicatena] orotica	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_1949	gut	genus	unclassified Mediterraneibacter	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1956	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1962	gut	genus	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_1964	gut	species	Lawsonibacter asaccharolyticus	Lawsonibacter	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	known
msp_1967	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1968	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_1970	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1971	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_1975	gut	genus	unclassified Flavonifractor	Flavonifractor	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1976	gut	genus	unclassified Murimonas	Murimonas	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1977	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_1978	gut	genus	unclassified Muribaculaceae CAG-485	Muribaculaceae CAG-485	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1979	gut	species	Lachnospiraceae bacterium UBA3273	unclassified Lachnospiraceae	Lachnospiraceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1980	gut	order	unclassified Bradymonadales	unclassified Bradymonadales	unclassified Bradymonadales	Bradymonadales	Bradimonadia	Myxococcota	Bacteria	unknown
msp_1981	gut	species	Prevotella sp. UBA7263 & UBA7283 & RUG423 & RUG136 & RUG144	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1982	gut	genus	unclassified Bacteroides 2	Bacteroides 2	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1983	gut	genus	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1984	gut	genus	unclassified Muribaculaceae CAG-873	Muribaculaceae CAG-873	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1987	gut	genus	unclassified Paramuribaculum	Paramuribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1988	gut	genus	unclassified Paramuribaculum	Paramuribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1989	gut	family	unclassified Paludibacteraceae	unclassified Paludibacteraceae	Paludibacteraceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1990	gut	genus	unclassified Pseudoramibacter	Pseudoramibacter	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	unknown
msp_1991	gut	genus	unclassified Frisingicoccus	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1993	gut	genus	unclassified Oscillospirales 4 CAG-103	Oscillospirales 4 CAG-103	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_1994	gut	genus	unclassified Prevotellamassilia	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_1996	gut	genus	unclassified Gastranaerophilaceae Zag1	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_2000	gut	genus	unclassified Phascolarctobacterium	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2003	gut	genus	unclassified Gastranaerophilaceae Zag1	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_2004	gut	family	unclassified Elusimicrobiaceae	unclassified Elusimicrobiaceae	Elusimicrobiaceae	Elusimicrobiales	Elusimicrobia	Elusimicrobiota	Bacteria	unknown
msp_2005	gut	species	Lachnospiraceae bacterium UBA4631	Lachnospiraceae A CAG-632	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2006	gut	genus	unclassified Ruminococcus 2	Ruminococcus 2	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_2007	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_2009	gut	genus	unclassified Acutalibacteraceae 3 UBA737	Acutalibacteraceae 3 UBA737	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_2010	gut	family	unclassified Bacilli RFN20 CAG-288	unclassified Bacilli RFN20 CAG-288	Bacilli RFN20 CAG-288	Bacilli RFN20	Bacilli	Firmicutes	Bacteria	unknown
msp_2011	gut	genus	unclassified Muribaculaceae sp6	Muribaculaceae sp6	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2013	gut	genus	unclassified Gastranaerophilaceae Zag1	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_2014	gut	genus	unclassified Acutalibacteraceae 1 CAG-180	Acutalibacteraceae 1 CAG-180	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_2015	gut	genus	unclassified Phascolarctobacterium	Phascolarctobacterium	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2028	gut	species	[Ruminococcaceae] bacterium UBA1691	Acutalibacteraceae 1 UBA1691	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_2029	gut	family	unclassified Ruminococcaceae	unclassified Ruminococcaceae	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_2032	gut	family	unclassified Clostridiales 2g	unclassified Clostridiales 2g	Clostridiales 2g	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_2036	gut	family	unclassified Alphaproteobacteria RF32 UBA3637	unclassified Alphaproteobacteria RF32 UBA3637	Alphaproteobacteria RF32 UBA3637	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_2039	gut	family	unclassified Clostridiales 2j	unclassified Clostridiales 2j	Clostridiales 2j	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_2050	gut	family	unclassified Anaerovoracaceae	unclassified Anaerovoracaceae	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_2053	gut	family	unclassified Victivallales UBA1829	unclassified Victivallales UBA1829	Victivallales UBA1829	Victivallales	Lentisphaeria	Verrucomicrobiota	Bacteria	unknown
msp_2054	gut	genus	unclassified Acutalibacteraceae 3	Acutalibacteraceae 3	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_2056	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2058	gut	genus	unclassified Muribaculaceae CAG-873	Muribaculaceae CAG-873	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2062	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2063	gut	family	unclassified Clostridiales 2e	unclassified Clostridiales 2e	Clostridiales 2e	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_2066	gut	genus	unclassified Caecibacter	Caecibacter	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_2068	gut	genus	unclassified Lachnoclostridium 2	Lachnoclostridium 2	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2070	gut	genus	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2074	gut	family	unclassified Clostridiales 1c	unclassified Clostridiales 1c	Clostridiales 1c	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_2076	gut	family	unclassified Clostridiales 2a	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_2078	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2088	gut	family	unclassified Lachnospiraceae	unclassified Lachnospiraceae	Lachnospiraceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2101	gut	genus	unclassified Mailhella	Mailhella	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_2110	gut	family	unclassified Bacteroidaceae	unclassified Bacteroidaceae	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2111	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2127	gut	genus	unclassified Duodenibacillus	Duodenibacillus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_2130	gut	family	unclassified Clostridiales 2b	unclassified Clostridiales 2b	Clostridiales 2b	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_2133	gut	family	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_2134	gut	genus	unclassified Rikenellaceae 2 CAG-831	Rikenellaceae 2 CAG-831	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2141	gut	genus	unclassified Olsenella	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_2142	gut	genus	unclassified Flavonifractor	Flavonifractor	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2151	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2152	gut	genus	unclassified Bacilli RF39 CAG-302 CAG-302	Bacilli RF39 CAG-302 CAG-302	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_2155	gut	family	unclassified Clostridiales 1c	unclassified Clostridiales 1c	Clostridiales 1c	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_2159	gut	genus	unclassified Desulfovibrio	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_2161	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2165	gut	genus	unclassified Merdimonas-Mordavella	Merdimonas-Mordavella	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2168	gut	family	unclassified Lachnospiraceae	unclassified Lachnospiraceae	Lachnospiraceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2169	gut	genus	unclassified Bacilli RF39 CAG-302 CAG-762	Bacilli RF39 CAG-302 CAG-762	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_2176	gut	family	unclassified Anaerotignaceae	unclassified Anaerotignaceae	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2178	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2180	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2191	gut	NA	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unknown
msp_2195	gut	genus	unclassified Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_2196	gut	family	unclassified Acutalibacteraceae 2 CAG-528	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_2207	gut	order	unclassified Oscillospirales	unclassified Oscillospirales	unclassified Oscillospirales	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2209	gut	genus	unclassified Succinatimonas	Succinatimonas	Succinivibrionaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_2210	gut	genus	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2211	gut	genus	unclassified Ruminococcus 2	Ruminococcus 2	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0026	gut & oral	species	Paraprevotella clara	Paraprevotella	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0030	gut & oral	species	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0166	gut & oral	species	Bifidobacterium longum	Bifidobacterium	Bifidobacteriaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_0197	gut & oral	species	Megasphaera sp. BL7 & NM10	Megasphaera	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0212	gut & oral	species	Dialister invisus	Dialister	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0295	gut & oral	species	Desulfovibrio fairfieldensis	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	known
msp_0313	gut & oral	species	Veillonella parvula	Veillonella	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_0380	gut & oral	species	Streptococcus salivarius	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0482	gut & oral	species	Mitsuokella multacida	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_0486	gut & oral	species	Lactococcus lactis subsp. lactis	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0603c	gut & oral	species	Selenomonas artemidis	Selenomonas	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_0610	gut & oral	species	Fusobacterium nucleatum subsp. animalis	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_0715c	gut & oral	species	Aggregatibacter segnis	Aggregatibacter	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0833	gut & oral	species	Streptococcus thermophilus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0935	gut & oral	species	Peptostreptococcus anaerobius	Peptostreptococcus	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_0974c	gut & oral	species	Gemella sanguinis	Gemella	Gemellaceae	Staphylococcales	Bacilli	Firmicutes	Bacteria	known
msp_1028c	gut & oral	species	Prevotella intermedia	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1034	gut & oral	species	Anaeroglobus geminatus	Anaeroglobus	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_1040c	gut & oral	species	[Colibacter] massiliensis	Anaeroglobus	Megasphaeraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	known
msp_1156	gut & oral	species	Solobacterium moorei	Solobacterium	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_1191c	gut & oral	species	Atopobium parvulum	Atopobium	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_1234	gut & oral	species	Parvimonas micra	Parvimonas	Helcococcaceae-Ezakiellaceae	Tissierellales	Clostridia	Firmicutes	Bacteria	known
msp_1327	gut & oral	species	Peptostreptococcus stomatis	Peptostreptococcus	Peptostreptococcaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	known
msp_1453	gut & oral	species	Streptococcus vestibularis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1456c	gut & oral	species	Porphyromonas endodontalis	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1477	gut & oral	species	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1489c	gut & oral	species	Enterococcus gallinarum	Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1523	gut & oral	species	Desulfovibrio sp. Dsv1	Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Desulfobacterota	Bacteria	unknown
msp_1603c	gut & oral	species	Atopobium parvulum 2	Atopobium	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_1702	gut & oral	species	Streptococcus australis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1783	gut & oral	species	Fusobacterium periodonticum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_1785	gut & oral	species	Haemophilus quentini	Haemophilus	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1786	gut & oral	genus	unclassified Leptotrichia	Leptotrichia	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	unknown
msp_1787	gut & oral	species	Prevotella salivae	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1789	gut & oral	species	Alloprevotella tannerae	Alloprevotella	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1790	gut & oral	species	Fusobacterium nucleatum subsp. polymorphum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteriota	Bacteria	known
msp_1793	gut & oral	species	Prevotella denticola	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1794	gut & oral	species	Haemophilus paraphrohaemolyticus	Haemophilus	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1801	gut & oral	species	Haemophilus parahaemolyticus	Haemophilus	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1802	gut & oral	species	Haemophilus sputorum	Haemophilus	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_1805	gut & oral	species	Lactobacillus gasseri	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_1808	gut & oral	species	Prevotella veroralis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_1810	gut & oral	species	Streptococcus salivarius 2	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	unknown
msp_2212	oral	order	unclassified Bacteroidales	unclassified Bacteroidales	unclassified Bacteroidales	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2213	oral	species	Lautropia mirabilis	Lautropia	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2214	oral	species	Rothia dentocariosa	Rothia	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2215	oral	species	Actinomyces dentalis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2216	oral	species	Neisseria flavescens	Neisseria	Neisseriaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2217	oral	species	Olsenella sp. oral taxon 807	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_2218	oral	species	Prevotella pallens	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2219	oral	species	Actinomyces naeslundii	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2220	oral	species	Porphyromonas somerae 2	Porphyromonas	Porphyromonadaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2221	oral	species	Delftia acidovorans	Delftia	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2222	oral	species	Corynebacterium matruchotii	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2223	oral	species	Prevotella histicola	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2224	oral	species	Selenomonas sputigena	Selenomonas 2	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_2225	oral	species	Neisseria sicca	Neisseria	Neisseriaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2227	oral	species	[Actinomyces] sp. ICM47	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2228	oral	species	Prevotella nanceiensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2229	oral	species	Actinomyces sp. S2_006_000_R1_54	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2230	oral	species	Tannerella sp. oral taxon BU063	Tannerella	Tannerellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2231	oral	species	Lautropia dentalis	Lautropia	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2232	oral	species	Prevotella shahii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2233	oral	species	Actinomyces sp. oral taxon 448	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2234	oral	species	Propionibacterium acidifaciens	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2235	oral	species	Rothia aeria	Rothia	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2236	oral	species	Capnocytophaga leadbetteri	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Bacteria	known
msp_2237	oral	species	Actinomyces massiliensis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2238	oral	species	Candida albicans	Candida	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	known
msp_2239	oral	species	Corynebacterium durum	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2240	oral	species	Rothia mucilaginosa	Rothia	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2241	oral	species	Actinomyces gerencseriae	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2242	oral	genus	unclassified Prevotellamassilia	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2243	oral	species	Aggregatibacter aphrophilus	Aggregatibacter	Pasteurellaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2245	oral	genus	unclassified Pauljensenia	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2246	oral	genus	unclassified Prevotellamassilia	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_2247	oral	species	Cardiobacterium hominis	Cardiobacterium	Cardiobacteriaceae	Cardiobacteriales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2248	oral	species	Actinomyces johnsonii	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2249	oral	species	Actinomyces graevenitzii	Actinomyces	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2250	oral	species	Rothia mucilaginosa 2	Rothia	Micrococcaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2252	oral	species	Neisseria elongata subsp. glycolytica	Neisseria	Neisseriaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2253	oral	genus	unclassified Tessaracoccus	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2254	oral	species	[Actinomyces] sp. oral taxon 172 & sp. ICM58	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2255	oral	species	Lachnospiraceae bacterium oral taxon 096	unclassified Lachnospiraceae H	Lachnospiraceae H	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_2256	oral	species	Prevotella loescheii	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_2257	oral	genus	unclassified Tessaracoccus	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	unknown
msp_2258	oral	species	[Actinomyces] georgiae	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2259	oral	species	Kingella oralis	Kingella	Neisseriaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_2260	oral	species	Tessaracoccus propionicum	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinobacteria	Actinobacteriota	Bacteria	known
msp_2261	oral	species	Capnocytophaga gingivalis	Capnocytophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota	Bacteria	known
msp_2262	oral	species	Ottowia sp. Marseille-P4747 & sp. oral taxon 894	Ottowia	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
