catalogue	Taxo_level	species	genus	family	order	class	phylum	superkingdom	knowledge	
msp_0706	gut	species	Dorea sp. Marseille-P4003	Dorea	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0707	gut	genus	unclassified Anaerovoracaceae CAG-145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0708	gut	species	[Ruminococcus] sp. CAG:563	Acutalibacteraceae 1 CAG-488	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0709	gut	species	Firmicutes bacterium CAG:341	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0710	gut	species	[Bacteroides] sp. CAG:927	Paramuribaculum	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0711c	gut	species	Rikenella microfusus	Rikenella	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0712	gut & oral	species	Ligilactobacillus salivarius	Ligilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0713	gut	species	Enterocloster citroniae	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0714c	gut	species	[Selenomonas] bovis	Mitsuokella	Selenomonadaceae	Selenomonadales	Negativicutes	Firmicutes	Bacteria	known
msp_0716	gut	genus	unclassified Acutalibacteraceae 3 UBA737	Acutalibacteraceae 3 UBA737	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0717	gut	genus	unclassified Ruminococcus	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0718	gut	genus	unclassified Alphaproteobacteria RF32 CAG-977 CAG-977	Alphaproteobacteria RF32 CAG-977 CAG-977	Alphaproteobacteria RF32 CAG-977	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0719	gut	species	[Selenomonadales] bacterium CIM:MAG 469	unclassified Christensenellales QALW01	Christensenellales QALW01	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0720	gut	species	[Clostridium] sp. CAG:1024	unclassified Christensenellales CAG-138	Christensenellales CAG-138	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0721	gut	genus	unclassified Bacteroides CAG-462	Bacteroides CAG-462	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0722	gut	species	Blautia obeum 2	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0723	gut	genus	unclassified Oscillospirales 5 CAG-170	Oscillospirales 5 CAG-170	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0724	gut	genus	unclassified Duodenibacillus	Duodenibacillus	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0725	gut	species	[Clostridiales] bacterium CIM:MAG 491	Oscillospirales 6 NK3B98	Oscillospirales 6	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0726	gut	species	[Prevotella] sp. CAG:755	Bacteroidaceae CAG-617	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0727	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0728	gut	family	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0729	gut	species	[Ruminococcaceae] bacterium CIM:MAG 1170_1	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0730	gut	family	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0732	gut	species	[Clostridiales] bacterium CIM:MAG 442	unclassified Christensenellales CAG-138	Christensenellales CAG-138	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0733	gut	species	[Roseburia] sp. CAG:471	Fusicatenibacter	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0734	gut	species	Firmicutes bacterium CAG:555	Oscillospirales 4 F23-B02	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0735	gut	species	Monoglobus pectinilyticus	Monoglobus	Monoglobaceae	Monoglobales	Clostridia	Firmicutes	Bacteria	known
msp_0737	gut	genus	unclassified Emergencia	Emergencia	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0738	gut	species	Prevotella sp. UBA2874	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0739c	gut	species	Prevotella timonensis	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	known
msp_0740	gut	species	Clostridiales bacterium CIM:MAG 309	unclassified Anaerotignaceae	Anaerotignaceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0741	gut	genus	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0742	gut & oral	species	Streptococcus parasanguinis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0743	gut	genus	unclassified Rikenellaceae 2 UBA1232	Rikenellaceae 2 UBA1232	Rikenellaceae 2	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0744	gut	species	Acidaminococcus sp. CAG:542	Acidaminococcus	Acidaminococcaceae	Acidaminococcales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0745	gut	species	Frisingicoccus caecimuris	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	known
msp_0746	gut	genus	unclassified Prevotella	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0747	gut	genus	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0748	gut	species	Firmicutes bacterium CAG:460	Bacilli RF39 CAG-1000 CAG-460	Bacilli RF39 CAG-1000	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_0749	gut	genus	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0750	gut	genus	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0751	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0752	gut	species	Ruminococcus sp. CAG:624 & UBA6407 & UBA4697	Ruminococcus	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0753	gut	genus	unclassified Muribaculaceae UBA7173	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0754c	gut	species	Citrobacter werkmanii == Citrobacter freundii	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0755c	gut	genus	unclassified Oscillospirales 4 F23-B02	Oscillospirales 4 F23-B02	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0756	gut	genus	unclassified Blautia A	Blautia A	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0757	gut	species	[Clostridium] sp. 28_12 & CAG:356	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0758	gut	genus	unclassified Frisingicoccus	Frisingicoccus	Lachnospiraceae A	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0759	gut	genus	unclassified Oscillospirales 4 UBA5446	Oscillospirales 4 UBA5446	Oscillospirales 4	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0760	gut	species	Clostridium sp. 29_15 & CAG:265	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0761	gut	genus	unclassified Oscillospirales 5 CAG-110	Oscillospirales 5 CAG-110	Oscillospirales 5	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0762	gut	species	[Ruminococcaceae] bacterium UBA1821 / [Clostridium] sp. CAG:678	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0763	gut	species	[Oscillibacter] sp. ER4 / Firmicutes bacterium CAG:129_59_24	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0764	gut	genus	unclassified Alistipes 2	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0765	gut	genus	unclassified Prevotellamassilia	Prevotellamassilia	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0766	gut	genus	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0767	gut	genus	unclassified Tyzzerella	Tyzzerella	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0768	gut	genus	unclassified Sutterella	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0769	gut	species	Agathobaculum butyriciproducens	Agathobaculum	Butyricicoccaceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	known
msp_0770	gut	genus	unclassified Enterocloster	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0771	gut	species	Clostridiales bacterium UBA644	unclassified Oscillospirales 2	Oscillospirales 2	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0772	gut	species	[Lachnoclostridium] pacaense	Enterocloster	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0773	gut	genus	unclassified Anaerovoracaceae CAG-145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0774	gut	species	Prevotella sp. CAG:1058	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0775	gut	genus	unclassified Gastranaerophilaceae QAMI01	Gastranaerophilaceae QAMI01	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0776	gut	family	unclassified Anaerovoracaceae	unclassified Anaerovoracaceae	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0777	gut	species	[Clostridiales] bacterium RUG303 & RUG439 & RUG453 / Firmicutes bacterium CAG:129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0778	gut	genus	unclassified Faecalibacterium	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0779	gut	species	[Clostridium] sp. CAG:417	Bacilli RF39 CAG-611 CAG-417	Bacilli RF39 CAG-611	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_0780	gut	genus	unclassified Hungatella	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0781	gut	family	unclassified Christensenellales CAG-74	unclassified Christensenellales CAG-74	Christensenellales CAG-74	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0782	gut	species	Candidatus Gastranaerophilales bacterium MH_37 & HUM_20 / Melainabacteria sp. 35_41	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0783	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0784	gut	genus	unclassified Acutalibacteraceae 1	Acutalibacteraceae 1	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0785	gut	species	Collinsella tanakaei	Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0786	gut	genus	unclassified Muribaculaceae UBA7173	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0787	gut	family	unclassified Clostridiales 1e	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0788	gut	genus	unclassified Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0789	gut	species	Prevotella sp. CAG:1185	Prevotella	Prevotellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0790	gut	family	unclassified Oscillospirales 1 CAG-382	unclassified Oscillospirales 1 CAG-382	Oscillospirales 1 CAG-382	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0791	gut	genus	unclassified Dysosmobacter - Oscillibacter	Dysosmobacter - Oscillibacter	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0792	gut	species	Clostridium perfringens	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	known
msp_0793	gut	genus	unclassified Anaerovoracaceae CAG-145	Anaerovoracaceae CAG-145	Anaerovoracaceae	Peptostreptococcales	Clostridia	Firmicutes	Bacteria	unknown
msp_0794	gut	species	Slackia isoflavoniconvertens	Slackia	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	known
msp_0795	gut	genus	unclassified Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0796	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0797	gut	genus	unclassified Ruminococcus 2	Ruminococcus 2	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0798	gut	family	unclassified Clostridiales 1d	unclassified Clostridiales 1d	Clostridiales 1d	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0799	gut	genus	unclassified Bacteroides	Bacteroides	Bacteroidaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0800	gut	species	Eggerthella sp. 51_9 & CAG:209	Eggerthella	Eggerthellaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0801	gut	species	Sutterella parvirubra	Sutterella	Burkholderiaceae	Burkholderiales	Gammaproteobacteria	Proteobacteria	Bacteria	known
msp_0802	gut	species	Bacteroidales bacterium H3	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0803	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0804	gut	species	[Catabacter] sp. UBA7597	unclassified Clostridiales 1e	Clostridiales 1e	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0805	gut	genus	unclassified Roseburia	Roseburia	Lachnospiraceae C	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0806	gut	family	unclassified Clostridiales 1d	unclassified Clostridiales 1d	Clostridiales 1d	Clostridiales 1	Clostridia	Firmicutes	Bacteria	unknown
msp_0807	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0808	gut	species	[Clostridium] sp. CAG:288	unclassified Bacilli RFN20 CAG-288	Bacilli RFN20 CAG-288	Bacilli RFN20	Bacilli	Firmicutes	Bacteria	unknown
msp_0809	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0810	gut	family	unclassified Oscillospirales 1 CAG-272	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0811	gut	species	[Staphylococcus] sp. CAG:324	unclassified Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28	Bacilli	Firmicutes	Bacteria	unknown
msp_0812	gut	genus	unclassified Mediterraneibacter	Mediterraneibacter	Lachnospiraceae J	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0813	gut	genus	unclassified Muribaculaceae UBA7173	Muribaculaceae UBA7173	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0814	gut	species	[Lachnoclostridium] sp. An138	Lachnospiraceae K GCA-900066575	Lachnospiraceae K	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0815	gut	genus	unclassified Alistipes 2	Alistipes 2	Rikenellaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0816c	gut	genus	unclassified Eisenbergiella	Eisenbergiella	Lachnospiraceae G	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0817	gut	genus	unclassified Faecalibacterium	Faecalibacterium	Ruminococcaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0818	gut	species	[Clostridium] sp. CAG:302	Bacilli RF39 CAG-302 CAG-302	Bacilli RF39 CAG-302	Bacilli RF39	Bacilli	Firmicutes	Bacteria	unknown
msp_0819	gut	species	Candidatus Gastranaerophilales bacterium HUM_2 / Candidatus Melainabacteria bacterium MEL.A1	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0820	gut	genus	unclassified Hungatella	Hungatella	Lachnospiraceae I	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0821	gut	species	Firmicutes bacterium CAG:313	unclassified Bacilli ML615J-28 CAG-313	Bacilli ML615J-28 CAG-313	Bacilli ML615J-28	Bacilli	Firmicutes	Bacteria	unknown
msp_0822	gut	genus	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0823	gut	species	[Ruminococcus] sp. CAG:724	unclassified Oscillospirales 1 CAG-272	Oscillospirales 1 CAG-272	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0824	gut	species	[Clostridium] sp. CAG:967	Gastranaerophilaceae Zag1	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0825	gut	species	Firmicutes bacterium CAG:791	unclassified Lachnospiraceae D	Lachnospiraceae D	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0827	gut	genus	unclassified Odoribacter	Odoribacter	Marinifilaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0828	gut	species	Massiliomicrobiota sp. An80 & An105 & An134 & An142	Massiliomicrobiota	Erysipelatoclostridiaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0829	gut	species	[Lachnoclostridium] sp. UBA2905	unclassified Lachnospiraceae	Lachnospiraceae	Lachnospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0830	gut	genus	unclassified Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239 CAG-495	Alphaproteobacteria RF32 CAG-239	Alphaproteobacteria RF32	Alphaproteobacteria	Proteobacteria	Bacteria	unknown
msp_0831	gut	species	Faecalicoccus pleomorphus	Faecalicoccus	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	known
msp_0832	gut	species	Streptococcus pasteurianus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0834	gut	genus	unclassified Dialister	Dialister	Dialisteraceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	unknown
msp_0835	gut	species	Clostridiales bacterium 41_21_two_genomes	Acutalibacteraceae 2 CAG-528	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0836	gut	genus	unclassified Muribaculaceae CAG-873	Muribaculaceae CAG-873	Muribaculaceae	Bacteroidales	Bacteroidia	Bacteroidota	Bacteria	unknown
msp_0837	gut	genus	unclassified Solobacterium	Solobacterium	Erysipelotrichaceae	Erysipelotrichales	Bacilli	Firmicutes	Bacteria	unknown
msp_0838	gut	species	Candidatus Gastranaerophilales sp2	Gastranaerophilaceae Zag111	Gastranaerophilaceae	Gastranaerophilales	Vampirovibrionia	Cyanobacteria	Bacteria	unknown
msp_0839	gut	species	[Clostridium] sp. CAG:964	Acutalibacteraceae 3 CAG-581	Acutalibacteraceae	Clostridiales	Clostridia	Firmicutes	Bacteria	unknown
msp_0840	gut	family	unclassified Atopobiaceae	unclassified Atopobiaceae	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteriota	Bacteria	unknown
msp_0841	gut	genus	unclassified Oscillospiraceae CAG-129	Oscillospiraceae CAG-129	Oscillospiraceae	Oscillospirales	Clostridia	Firmicutes	Bacteria	unknown
msp_0842	gut	family	unclassified Christensenellales QALW01	unclassified Christensenellales QALW01	Christensenellales QALW01	Christensenellales	Clostridia	Firmicutes	Bacteria	unknown
msp_0843	gut	species	Weissella confusa	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	known
msp_0844c	gut & oral	species	Campylobacter concisus 2	Campylobacter	Campylobacteraceae	Campylobacterales	Campylobacteria	Campylobacterota	Bacteria	unknown
msp_0845	gut	species	[Clostridium] sp. CAG:440	unclassified Clostridiales 2a	Clostridiales 2a	Clostridiales 2	Clostridia	Firmicutes	Bacteria	unknown
msp_0846	gut	genus	unclassified Cloacibacillus	Cloacibacillus	Synergistaceae	Synergistales	Synergistia	Synergistetes	Bacteria	unknown
msp_0847	gut	species	Flavobacteriales bacterium UBA1820	unclassified Flavobacteriales UBA1820	Flavobacteriales UBA1820	Flavobacteriales	Flavobacteriia	Bacteroidota	Bacteria	unknown
