,count,sample,catalogue,Taxo_level,species,genus,family,order,class,phylum,superkingdom,knowledge
451,234,msp_0477,gut,species,Firmicutes bacterium CAG:83,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
54,232,msp_0059,gut,species,Barnesiella intestinihominis,Barnesiella,Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
19,231,msp_0021,gut,species,Bacteroides xylanisolvens,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
66,222,msp_0071,gut,species,Roseburia hominis,Roseburia,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
11,221,msp_0013,gut,species,Ruminococcus bicirculans,Ruminococcus 2,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
178,218,msp_0188,gut,species,Erysipelatoclostridium sp1,Erysipelatoclostridium,Erysipelatoclostridiaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
50,217,msp_0055,gut,species,Firmicutes bacterium CAG:65 / [Clostridium] sp. 2789STDY5608883,unclassified Lachnospiraceae G,Lachnospiraceae G,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
834,216,msp_0903,gut,species,Oscillibacter sp. 57_20,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
318,214,msp_0337,gut,species,[Eubacterium] sp. 38_16 & CAG:146,Anaerobutyricum,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
336,211,msp_0356,gut,genus,unclassified Oscillospirales 5 CAG-110,Oscillospirales 5 CAG-110,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
8,207,msp_0010,gut,species,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
431,206,msp_0456,gut,genus,unclassified Gemmiger,Gemmiger,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
557,204,msp_0591,gut,genus,unclassified Enterocloster,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
901,203,msp_0986,gut,species,[Coprococcus] catus,Frisingicoccus,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
15,203,msp_0017,gut,species,Roseburia intestinalis,Roseburia,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
689,200,msp_0742,gut & oral,species,Streptococcus parasanguinis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
539,197,msp_0572,gut,species,[Lachnospira] sp. 2789STDY5834967 / Clostridiales bacterium KLE1615 & 41_12_two_minus,unclassified Lachnospiraceae H,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
44,192,msp_0048,gut,species,[Eubacterium] sp. CAG:38,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
857,190,msp_0930,gut,genus,unclassified Lachnospiraceae K UBA7182,Lachnospiraceae K UBA7182,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
7,188,msp_0009,gut,species,Enterocloster bolteae,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
2,185,msp_0003,gut,species,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
135,185,msp_0142,gut,species,[Blautia] sp. CAG:52 & SG-772 & sp. 2789STDY5834917,Fusicatenibacter,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
81,183,msp_0087,gut,species,Lachnospira pectinoschiza,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
257,181,msp_0271,gut,species,[Eubacterium] sp. CAG:180,Acutalibacteraceae 1 CAG-180,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
673,179,msp_0722,gut,species,Blautia obeum 2,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
540,178,msp_0573,gut & oral,species,Eggerthella lenta,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
1130,177,msp_1279,gut,genus,unclassified Acutalibacteraceae 3,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
36,176,msp_0040,gut,species,Bacteroides massiliensis,Bacteroides 3,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
212,175,msp_0225,gut,species,Alistipes obesi,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
282,174,msp_0299,gut,species,[Eubacterium] ramulus,Lachnospiraceae C EuR,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
14,172,msp_0016,gut,species,Bacteroides plebeius,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
374,172,msp_0396,gut,species,Adlercreutzia equolifaciens = Asaccharobacter celatus,Adlercreutzia,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
507,171,msp_0538,gut,species,Phascolarctobacterium succinatutens,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,known
615,170,msp_0655,gut,species,[Ruminococcus] sp. 2789STDY5608817 / [Eubacterium] sp. 2789STDY5834872,unclassified Lachnospiraceae J,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
83,169,msp_0089,gut,species,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
23,168,msp_0025,gut,species,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobiota,Bacteria,known
1182,166,msp_1349,gut,genus,unclassified Negativibacillus,Negativibacillus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
481,163,msp_0509,gut,species,Evtepia gabavorus,Evtepia,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,known
122,163,msp_0129,gut,species,[Clostridium] sp. CAG:58,Lachnoclostridium 2,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1577,163,msp_0026,gut & oral,species,Paraprevotella clara,Paraprevotella,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
124,161,msp_0131,gut,species,Phascolarctobacterium faecium,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,known
131,156,msp_0138,gut,species,Bifidobacterium pseudocatenulatum,Bifidobacterium,Bifidobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
723,153,msp_0777,gut,species,[Clostridiales] bacterium RUG303 & RUG439 & RUG453 / Firmicutes bacterium CAG:129,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
815,152,msp_0881,gut & oral,species,Haemophilus parainfluenzae,Haemophilus,Pasteurellaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,known
236,150,msp_0250,gut,species,[Ruminococcus] lactaris,Mediterraneibacter,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
321,149,msp_0340,gut,species,[Clostridium] leptum,Acutalibacteraceae 3,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
156,149,msp_0164,gut,species,[Ruminococcus] sp. 2789STDY5608794 & sp. 2789STDY5834890 / Firmicutes bacterium CAG:56,Lachnospiraceae K CAG-56,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
87,148,msp_0093,gut,species,[Clostridium] sp. CAG:62,Lachnospiraceae B EuB,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
145,148,msp_0153,gut,species,Erysipelatoclostridium ramosum,Erysipelatoclostridium,Erysipelatoclostridiaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,known
959,148,msp_1060c,gut,genus,unclassified Flavonifractor,Flavonifractor,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
48,148,msp_0053,gut,species,[Eubacterium] siraeum,Ruminiclostridium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
86,145,msp_0092,gut,species,Sutterella wadsworthensis,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,known
614,142,msp_0654,gut,species,Firmicutes bacterium CAG:103,Oscillospirales 4 CAG-103,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
37,140,msp_0041,gut,species,Prevotella copri,Prevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
269,135,msp_0285,gut,species,[Clostridium] sp. CAG:217 / Clostridiales bacterium CIM:MAG 317_1,Acutalibacteraceae 2 CAG-217,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1589,134,msp_0833,gut & oral,species,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
323,134,msp_0342,gut,species,[Flavonifractor] sp. 2789STDY5834931 / Clostridiales bacterium CCNA10,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
99,130,msp_0105,gut,species,[Ruminococcus] sp. CAG:177,Acutalibacteraceae 1 CAG-177,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
1370,129,msp_1641,gut,genus,unclassified Lachnospiraceae K UBA7182,Lachnospiraceae K UBA7182,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
400,128,msp_0422,gut,species,Romboutsia timonensis,Romboutsia,Peptostreptococcaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,known
35,127,msp_0039,gut,species,Lachnospiraceae bacterium hRUG904 / Clostridiales bacterium RUG495 / [Clostridium] sp. CAG:127,Lachnospiraceae A RUG495,Lachnospiraceae A,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
194,126,msp_0205,gut,species,Firmicutes bacterium CAG:124,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
30,125,msp_0034,gut,species,[Faecalibacterium] sp. CAG:74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
432,125,msp_0457,gut,species,Faecalibacterium prausnitzii 9,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
137,125,msp_0144,gut,species,[Clostridium] sp. CAG:138,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
121,124,msp_0128,gut,species,Butyricimonas virosa,Butyricimonas,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
289,123,msp_0306,gut,species,Firmicutes bacterium CAG:176,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
61,123,msp_0066,gut,species,[Clostridium] sp. AT4,Enterocloster,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
39,121,msp_0043,gut,species,Bacteroides coprocola,Bacteroides 2,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
846,119,msp_0917,gut,genus,unclassified Oscillospirales 4 CAG-103,Oscillospirales 4 CAG-103,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
765,117,msp_0820,gut,genus,unclassified Hungatella,Hungatella,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
20,117,msp_0022,gut,species,Bacteroides finegoldii,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1581,117,msp_0212,gut & oral,species,Dialister invisus,Dialister,Dialisteraceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
152,116,msp_0160,gut,species,[Faecalitalea] sp. UBA637,Holdemanella,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
295,112,msp_0312,gut,species,Firmicutes bacterium CAG:110,Oscillospirales 5 CAG-110,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1092,112,msp_1236,gut,genus,unclassified Hungatella,Hungatella,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
52,112,msp_0057,gut,species,[Roseburia] sp. CAG:45 & sp. 2789STDY5608886,Lachnospiraceae C EuR,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
427,109,msp_0452,gut,family,unclassified Oscillospirales 4,unclassified Oscillospirales 4,Oscillospirales 4,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
192,108,msp_0203,gut,species,Negativibacillus massiliensis,Negativibacillus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,known
1139,107,msp_1291,gut,species,[Clostridiales] bacterium CIM:MAG 451,unclassified Anaerovoracaceae,Anaerovoracaceae,Peptostreptococcales,Clostridia,Firmicutes,Bacteria,unknown
114,107,msp_0121,gut,species,[Oscillibacter] sp. CAG:241_62_21,Oscillospiraceae CAG-129,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
32,107,msp_0036,gut,species,Bacteroides eggerthii,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
271,105,msp_0287,gut,species,Alistipes ihumii,Alistipes 2,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
357,105,msp_0378,gut,species,[Eubacterium] sp. CAG:156,Lachnospiraceae B EuG,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
47,105,msp_0052,gut,species,Blautia sp. CAG:257,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
558,104,msp_0592,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
1583,104,msp_0313,gut & oral,species,Veillonella parvula,Veillonella,Veillonellaceae,Veillonellales,Negativicutes,Firmicutes,Bacteria,known
266,103,msp_0280,gut,species,Sutterella wadsworthensis 2,Sutterella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Proteobacteria,Bacteria,unknown
337,103,msp_0357,gut,species,[Clostridium] sp. CAG:169,Negativibacillus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
530,103,msp_0563,gut,genus,unclassified Murimonas,Murimonas,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
462,102,msp_0490,gut,genus,unclassified Angelakisella,Angelakisella,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
233,101,msp_0246,gut,species,Tyzzerella nexilis,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
127,101,msp_0134,gut,species,Megamonas funiformis == rupellensis,Megamonas,Selenomonadaceae,Selenomonadales,Negativicutes,Firmicutes,Bacteria,known
143,100,msp_0151,gut,species,Butyricimonas faecihominis,Butyricimonas,Marinifilaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
214,99,msp_0227,gut,species,[Eubacterium] sp. 36_13 & CAG:86 & RUG185,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
89,98,msp_0095,gut,species,[Eubacterium] sp. CAG:202,Acutalibacteraceae 3 CAG-581,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
376,97,msp_0398,gut,species,Clostridia bacterium CIM:MAG 635,unclassified Christensenellales CAG-138,Christensenellales CAG-138,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
892,97,msp_0977,gut,species,[Flavonifractor] sp. 2789STDY5834895 & sp. 2789STDY5834937 /  [Clostridium] sp. 2789STDY5608878,Lawsonibacter,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
396,96,msp_0418,gut,genus,unclassified Gemmiger,Gemmiger,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
155,95,msp_0163,gut,species,Firmicutes bacterium CAG:227,Blautia,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
552,95,msp_0585,gut,species,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,known
185,95,msp_0195,gut,species,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota,Bacteria,known
80,95,msp_0086,gut,species,[Clostridium] symbiosum,Lachnoclostridium,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
263,94,msp_0277,gut,species,[Eubacterium] sp. CAG:251 / [Clostridium] sp. A254.MGS-251,Acutalibacteraceae 2 CAG-528,Acutalibacteraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
279,93,msp_0296,gut,genus,unclassified Lachnospiraceae C 14-2,Lachnospiraceae C 14-2,Lachnospiraceae C,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
814,93,msp_0879,gut,genus,unclassified Faecalibacterium,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
568,92,msp_0604,gut,species,Dorea sp. CAG:105,Dorea,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
801,92,msp_0861,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
1597,91,msp_1453,gut & oral,species,Streptococcus vestibularis,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,known
445,91,msp_0471,gut,genus,unclassified Oscillospirales 6 UBA9475,Oscillospirales 6 UBA9475,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
217,90,msp_0230,gut,species,Alistipes inops == Tidjanibacter massiliensis,Tidjanibacter,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
208,90,msp_0221,gut,species,Acidaminococcus intestini,Acidaminococcus,Acidaminococcaceae,Acidaminococcales,Negativicutes,Firmicutes,Bacteria,known
267,90,msp_0281,gut,species,Catenibacterium sp. CAG:290,Catenibacterium,Erysipelatoclostridiaceae,Erysipelotrichales,Bacilli,Firmicutes,Bacteria,unknown
610,88,msp_0650,gut,genus,unclassified Agathobaculum,Agathobaculum,Butyricicoccaceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
562,88,msp_0596,gut,species,[Clostridiales] bacterium UBA4696,Oscillospirales 5 CAG-170,Oscillospirales 5,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
300,88,msp_0318,gut,species,Alistipes indistinctus,Alistipes 2,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
1042,87,msp_1173c,gut,family,unclassified Oscillospiraceae,unclassified Oscillospiraceae,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
184,87,msp_0194,gut,species,[Clostridium] sp. 42_12 & CAG:75,Lachnospiraceae B TF01-11,Lachnospiraceae B,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
746,86,msp_0800,gut,species,Eggerthella sp. 51_9 & CAG:209,Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,unknown
837,86,msp_0906,gut,species,[Clostridium] sp. 2789STDY5834924,Lachnoclostridium 2,Lachnospiraceae I,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
33,85,msp_0037,gut,species,Bacteroides salyersiae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
397,85,msp_0419,gut,species,Bifidobacterium bifidum,Bifidobacterium,Bifidobacteriaceae,Actinomycetales,Actinobacteria,Actinobacteriota,Bacteria,known
740,85,msp_0794,gut,species,Slackia isoflavoniconvertens,Slackia,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinobacteriota,Bacteria,known
1371,84,msp_1643c,gut,species,[Ruminococcus] sp. JC304,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
1021,84,msp_1143,gut,genus,unclassified Dysosmobacter - Oscillibacter,Dysosmobacter - Oscillibacter,Oscillospiraceae,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
132,84,msp_0139,gut,species,Coprobacter fastidiosus,Coprobacter,Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
153,83,msp_0161,gut,species,[Eubacterium] sp. CAG:248,Lachnospira,Lachnospiraceae H,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
105,83,msp_0111,gut,species,[Faecalimonas] umbilicata,Tyzzerella,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
403,83,msp_0425,gut,genus,unclassified Evtepia,Evtepia,Oscillospirales 6,Oscillospirales,Clostridia,Firmicutes,Bacteria,unknown
316,83,msp_0335,gut,species,Alistipes dispar,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
260,82,msp_0274,gut,species,Sellimonas intestinalis == Drancourtella massiliensis,Sellimonas,Lachnospiraceae J,Lachnospirales,Clostridia,Firmicutes,Bacteria,known
600,82,msp_0639,gut,species,Faecalibacterium prausnitzii 6 [F. butyricigenerans],Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
6,82,msp_0008,gut,species,Bacteroides intestinalis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,Bacteria,known
296,82,msp_0314,gut,family,unclassified Christensenellales CAG-74,unclassified Christensenellales CAG-74,Christensenellales CAG-74,Christensenellales,Clostridia,Firmicutes,Bacteria,unknown
532,81,msp_0565,gut,genus,unclassified Ruthenibacterium,Ruthenibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
60,81,msp_0065,gut,species,[Ruminococcus] sp. CAG:17 / Blautia sp. 2789STDY5608880,Blautia A,Lachnospiraceae K,Lachnospirales,Clostridia,Firmicutes,Bacteria,unknown
168,81,msp_0178,gut,species,Ruminococcus sp. A254.MGS-254 & CAG:254,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,unknown
